symbol,companyName,securityName,sectorName,instrumentType,regulatoryBody,status,snapshot_date
LBBLD89,Lumbini Bikas Bank Ltd.,11% L.B.B.L. Debenture 2089,Development Banks,Non-Convertible Debentures,Nepal Rastra Bank,A,2026-08-09
LBFIL,Lord Buddha Finance Limited,Lord Buddha Finance Limited,Finance,Equity,Nepal Rastra Bank,D,2026-08-09
LBLD86,Laxmi Sunrise Bank Limited,10% Laxmi Bank Debenture 2086,Commercial Banks,Non-Convertible Debentures,Nepal Rastra Bank,A,2026-08-09
LBLD88,Laxmi Sunrise Bank Limited,8.5% Laxmi Bank Debenture 2088,Commercial Banks,Non-Convertible Debentures,Nepal Rastra Bank,A,2026-08-09
LEC,Liberty Energy Company Limited,Liberty Energy Company Limited,Hydro Power,Equity,Nepal Hydropower Board,A,2026-08-09
LEMF,Laxmi Sunrise Bank Limited,Laxmi Equity Fund,Commercial Banks,Mutual Funds,Nepal Rastra Bank,D,2026-08-09
LFC,Lalitpur Finance Ltd.,Lalitpur Finance Ltd.,Finance,Equity,Nepal Rastra Bank,D,2026-08-09
LFLC,Lumbini Finance Ltd.,Lumbini Finance Ltd.,Finance,Equity,Nepal Rastra Bank,D,2026-08-09
LGIL,Lumbini General Insurance Co. Ltd.,Lumbini General Insurance Co. Ltd.,Non Life Insurance,Equity,Nepal Insurance Board,D,2026-08-09
LICN,Life Insurance Corporation (Nepal) Limited,Life Insurance Corporation (Nepal) Limited,Life Insurance,Equity,Nepal Insurance Board,A,2026-08-09
LLBS,Laxmi Laghubitta Bittiya Sanstha Ltd.,Laxmi Laghubitta Bittiya Sanstha Ltd.,Microfinance,Equity,Nepal Rastra Bank,A,2026-08-09
LSH12,Laxmi Sunrise Bank Limited,LS Horizon 12,Commercial Banks,Mutual Funds,Nepal Rastra Bank,A,2026-08-09
LSL,Laxmi Sunrise Bank Limited,Laxmi Sunrise Bank Limited,Commercial Banks,Equity,Nepal Rastra Bank,A,2026-08-09
LUBL,Lumbini Bank Limited,Lumbini Bank Limited,Commercial Banks,Equity,Nepal Rastra Bank,D,2026-08-09
LUK,Laxmi Capital Market Limited,Laxmi Unnati Kosh,Mutual Fund,Mutual Funds,Nepal Rastra Bank,A,2026-08-09
LVF1,Laxmi Sunrise Bank Limited,Laxmi Value Fund-1,Commercial Banks,Mutual Funds,Nepal Rastra Bank,D,2026-08-09
LVF2,Laxmi Sunrise Bank Limited,Laxmi Value Fund 2,Commercial Banks,Mutual Funds,Nepal Rastra Bank,A,2026-08-09
MABEL,Mabilung Energy Limited,Mabilung Energy Limited,Hydro Power,Equity,Nepal Hydropower Board,A,2026-08-09
MAKAR,Makar Jitumaya Suri Hydropower Ltd ,Makar Jitumaya Suri Hydropower Limited,Hydro Power,Equity,Nepal Hydropower Board,A,2026-08-09
MANDU,Mandu Hydropower Limited,Mandu Hydropower Limited,Hydro Power,Equity,Nepal Hydropower Board,A,2026-08-09
MATRI,Matribhumi Lagubitta Bittiya Sanstha Limited,Matribhumi Lagubitta Bittiya Sanstha Limited,Microfinance,Equity,Nepal Rastra Bank,A,2026-08-09
MBBL,Mahakali Bikas Bank Limited,Mahakali Bikas Bank Limited,Development Banks,Equity,Nepal Rastra Bank,D,2026-08-09
MBJC,Madhya Bhotekoshi Jalavidyut Company Limited,Madhya Bhotekoshi Jalavidyut Company Limited,Hydro Power,Equity,Nepal Hydropower Board,A,2026-08-09
MBL,Machhapuchhre Bank Limited,Machhapuchhre Bank Limited,Commercial Banks,Equity,Nepal Rastra Bank,A,2026-08-09
MBLD2085,Machhapuchhre Bank Limited,10.25% Machhapuchhre Bank Debenture 2085,Commercial Banks,Non-Convertible Debentures,Nepal Rastra Bank,A,2026-08-09
MBLD87,Machhapuchhre Bank Limited,8.5% Machhapuchchhre Debenture 2087,Commercial Banks,Non-Convertible Debentures,Nepal Rastra Bank,A,2026-08-09
MBLEF,Machhapuchhre Bank Limited,MBL Equity Fund,Commercial Banks,Mutual Funds,Nepal Rastra Bank,A,2026-08-09
MBLPNP,Machhapuchhre Bank Limited,8.25% Machhapuchchhre Perpetual Non Cumulative Preference Share,Commercial Banks,Preference Shares,Nepal Rastra Bank,A,2026-08-09
MCHL,Menchhiyam Hydro Power Ltd,Menchhiyam Hydropower Limited,Hydro Power,Equity,Nepal Hydropower Board,A,2026-08-09
MDB,Miteri Development Bank Limited,Miteri Development Bank Limited,Development Banks,Equity,Nepal Rastra Bank,A,2026-08-09
MEGA,Mega  Bank Nepal Ltd.,Mega  Bank Nepal Ltd.,Commercial Banks,Equity,Nepal Rastra Bank,D,2026-08-09
MEHL,Manakamana Engineering Hydropower Limited,Manakamana Engineering Hydropower Limited,Hydro Power,Equity,Nepal Hydropower Board,A,2026-08-09
MEL,Modi Energy Limited,Modi Energy Limited,Hydro Power,Equity,Nepal Hydropower Board,A,2026-08-09
MEN,Mountain Energy Nepal Limited,Mountain Energy Nepal Limited,Hydro Power,Equity,Nepal Hydropower Board,A,2026-08-09
MERO,Meromicrofinance Laghubitta Bittiya Sanstha Ltd.,Mero Microfinance Bittiya Sanstha Ltd.,Microfinance,Equity,Nepal Rastra Bank,A,2026-08-09
METRO,Metro Development Bank Limited,Metro Development Bank Limited,Development Banks,Equity,Nepal Rastra Bank,D,2026-08-09
MFIL,Manjushree Finance Ltd.,Manjushree Finance Ltd.,Finance,Equity,Nepal Rastra Bank,A,2026-08-09
MFL,Maha Laxmi Finance Ltd.,Maha Laxmi Finance Ltd.,Finance,Equity,Nepal Rastra Bank,D,2026-08-09
MFLD85,Manjushree Finance Ltd.,9.5% Manjushree Finance Limited Debenture 2085,Finance,Non-Convertible Debentures,Nepal Rastra Bank,A,2026-08-09
MGBL,Madhyamanchal Gramin Development Bank Ltd.,Madhyamanchal Gramin Development Bank Ltd.,Development Banks,Equity,Nepal Rastra Bank,D,2026-08-09
MHCL,Molung Hydropower Company Limited,Molung Hydropower Company Limited,Hydro Power,Equity,Nepal Hydropower Board,A,2026-08-09
MHL,Mandakini Hydropower Limited,Mandakini Hydropower Limited,Hydro Power,Equity,Nepal Hydropower Board,A,2026-08-09
MHNL,Mountain Hydro Nepal Limited,Mountain Hydro Nepal Limited,Hydro Power,Equity,Nepal Hydropower Board,A,2026-08-09
MIDBL,Mission Development Bank Ltd.,Mission Development Bank Ltd.,Development Banks,Equity,Nepal Rastra Bank,D,2026-08-09
MKCL,Muktinath Krishi Company Limited,Muktinath Krishi Company Limited,Others,Equity,,A,2026-08-09
MKHC,Maya Khola Hydropower Company Limited,Maya Khola Hydropower Company Limited,Hydro Power,Equity,Nepal Hydropower Board,A,2026-08-09
MKHL,MaiKhola Hydropower Limited,Mai Khola Hydropower Limited,Hydro Power,Equity,Nepal Hydropower Board,A,2026-08-09
MKJC,Mailung Khola Jal Vidhyut Company Limited,Mailung Khola Jal Vidhyut Company Limited,Hydro Power,Equity,Nepal Hydropower Board,A,2026-08-09
MKLB,Manakamana Smart Laghubitta Bittiya Sanstha Limited,Manakamana Smart Laghubitta Bittiya Sanstha Limited,Microfinance,Equity,Nepal Rastra Bank,D,2026-08-09
MLBBL,Mithila LaghuBitta Bittiya Sanstha Limited,Mithila LaghuBitta Bittiya Sanstha Limited,Microfinance,Equity,Nepal Rastra Bank,A,2026-08-09
MLBL,Mahalaxmi Bikas Bank Ltd.,Mahalaxmi Bikas Bank Ltd.,Development Banks,Equity,Nepal Rastra Bank,A,2026-08-09
MLBL1,Mahalaxmi BikasBank Limited,Mahalaxmi BikasBank Limited,Development Banks,Equity,Nepal Rastra Bank,D,2026-08-09
MLBLD89,Mahalaxmi Bikas Bank Ltd.,11% Mahalaxmi Debenture 2089,Development Banks,Non-Convertible Debentures,Nepal Rastra Bank,A,2026-08-09
MLBS,Manushi Laghubitta Bittiya Sanstha Limited,Manushi Laghubitta Bittiya Sanstha Limited,Microfinance,Equity,Nepal Rastra Bank,A,2026-08-09
MLBSL,Mahila Laghubitta Bittiya Sanstha Ltd,Mahila Lagubitta Bittiya Sanstha Limited ,Microfinance,Equity,Nepal Rastra Bank,A,2026-08-09
MMDBL,Mount Makalu Development Bank Ltd.,Mount Makalu Development Bank Ltd.,Development Banks,Equity,Nepal Rastra Bank,D,2026-08-09
MMF1,Mega  Bank Nepal Ltd.,Mega Mutual Fund -1,Commercial Banks,Mutual Funds,Nepal Rastra Bank,A,2026-08-09
MMFDB,Mirmire Laghubitta Bittya Sanstha Limited,Mirmire Laghubitta Bittya Sanstha Limited,Microfinance,Equity,Nepal Rastra Bank,D,2026-08-09
MMKJL,Mathillo Mailun Khola Jalvidhyut Ltd.,Mathillo Mailun Khola Jalvidhyut Limited,Hydro Power,Equity,Nepal Hydropower Board,A,2026-08-09
MNBBL,Muktinath Bikas Bank Ltd.,Muktinath Bikas Bank Ltd.,Development Banks,Equity,Nepal Rastra Bank,A,2026-08-09
MND84/85,Muktinath Bikas Bank Ltd.,Muktinath Debenture 2084/85,Development Banks,Non-Convertible Debentures,Nepal Rastra Bank,A,2026-08-09
MNMF1,Muktinath Bikas Bank Ltd.,Muktinath Mutual Fund 1,Development Banks,Mutual Funds,Nepal Rastra Bank,A,2026-08-09
MPFL,Multipurpose Finance Company  Limited,Multipurpose Finance Company  Limited,Finance,Equity,Nepal Rastra Bank,A,2026-08-09
MSBBL,Manaslu Bikas Bank Ltd.,Manaslu Bikas Bank Ltd.,Development Banks,Equity,Nepal Rastra Bank,D,2026-08-09
MSHL,Mid solu Hydropower Limited,Mid Solu Hydropower Limited,Hydro Power,Equity,Nepal Hydropower Board,A,2026-08-09
MSLB,Mahuli Laghubitta Bittiya Sanstha Limited,Mahuli Laghubitta Bittiya Sanstha Limited,Microfinance,Equity,Nepal Rastra Bank,A,2026-08-09
MSM,Morang Sugar Mills Limited,Morang Sugar Mills Limited,Manufacturing And Processing,Equity,Department of Industry,D,2026-08-09
MSMBS,Mahila Sahayatra Microfinance Bittiya Sanstha Ltd.,Mahila Sahayatra Microfinance Bittiya Sanstha Ltd.,Microfinance,Equity,Nepal Rastra Bank,D,2026-08-09
MTBL,Matribhumi Development Bank Ltd.,Matribhumi Development Bank Ltd.,Development Banks,Equity,Nepal Rastra Bank,D,2026-08-09
NABB,Nepal Aawas Finance Limited,Nepal Aawas Finance Limited,Finance,Equity,Nepal Rastra Bank,D,2026-08-09
NABBC,Narayani Development Bank Limited,Narayani Development Bank Limited,Development Banks,Equity,Nepal Rastra Bank,A,2026-08-09
NABIL,Nabil Bank Limited,Nabil Bank Limited,Commercial Banks,Equity,Nepal Rastra Bank,A,2026-08-09
NABILD2089,Nabil Bank Limited,7% Nabil Debenture 2089,Commercial Banks,Non-Convertible Debentures,Nepal Rastra Bank,A,2026-08-09
NABILD87,Nabil Bank Limited,9% Nabil Debenture 2087,Commercial Banks,Non-Convertible Debentures,Nepal Rastra Bank,A,2026-08-09
NABILPNP,Nabil Bank Limited,Nabil 8% Perpetual Non Cumulative Preference Share,Commercial Banks,Preference Shares,Nepal Rastra Bank,A,2026-08-09
NADEP,Nadep Laghubittiya bittya Sanstha Ltd.,Nadep Laghubittiya bittya Sanstha Ltd.,Microfinance,Equity,Nepal Rastra Bank,A,2026-08-09
NAGRO,Nepal Agro Laghubitta Bittiya Sanstha Ltd.,Nepal Agro Laghubitta Bittiya Sanstha Limited,Microfinance,Equity,Nepal Rastra Bank,D,2026-08-09
NBB,Nepal Bangladesh Bank Limited,Nepal Bangladesh Bank Limited,Commercial Banks,Equity,Nepal Rastra Bank,D,2026-08-09
NBBD2085,Nepal Bangladesh Bank Limited,10.25% NBBL Debenture 2085,Commercial Banks,Non-Convertible Debentures,Nepal Rastra Bank,A,2026-08-09
NBBL,NagBeli LaghuBitta Bikas Bank Ltd.,NagBeli LaghuBitta Bikas Bank Ltd.,Microfinance,Equity,Nepal Rastra Bank,D,2026-08-09
NBBU,Nepal Bitumin And Barrel Udhyog Limited,Nepal Bitumin And Barrel Udhyog Limited,Manufacturing And Processing,Equity,Department of Industry,S,2026-08-09
NBCK,Nepal Byapar Bikash Company(Koshi) Limited,Nepal Byapar Bikash Company(Koshi) Limited,Tradings,Equity,Department of Industry,D,2026-08-09
NBF1,Nabil Bank Limited,Nabil Balance Fund 1,Commercial Banks,Mutual Funds,Nepal Rastra Bank,D,2026-08-09
NBF2,Nabil Bank Limited,NABIL BALANCED FUND-2,Commercial Banks,Mutual Funds,Nepal Rastra Bank,A,2026-08-09
NBF3,Nabil Bank Limited,Nabil Balanced Fund-3,Commercial Banks,Mutual Funds,Nepal Rastra Bank,A,2026-08-09
NBFL,Nepal Bangladesh Finance & Leasing Co. Ltd.,Nepal Bangladesh Finance & Leasing Co. Ltd.,Finance,Equity,Nepal Rastra Bank,D,2026-08-09
NBL,Nepal Bank Limited,Nepal Bank Limited,Commercial Banks,Equity,Nepal Rastra Bank,A,2026-08-09
NBLD82,Nabil Bank Limited,10% Nabil Debenture 2082,Commercial Banks,Non-Convertible Debentures,Nepal Rastra Bank,A,2026-08-09
NBLD85,Nabil Bank Limited,Nabil Debenture 2085,Commercial Banks,Non-Convertible Debentures,Nepal Rastra Bank,A,2026-08-09
NBLD87,Nepal Bank Limited,8.5% Nepal Bank Debenture 2087,Commercial Banks,Non-Convertible Debentures,Nepal Rastra Bank,A,2026-08-09
NBSL,Namaste Bittiya Sanstha Ltd.,Namaste Bittiya Sanstha Ltd.,Finance,Equity,Nepal Rastra Bank,D,2026-08-09
NCCB,Nepal Credit And Commercial Bank Limited,Nepal Credit And Commercial Bank Limited,Commercial Banks,Equity,Nepal Rastra Bank,D,2026-08-09
NCCD86,Nepal Credit And Commercial Bank Limited,9.5% NCC Debenture 2086,Commercial Banks,Non-Convertible Debentures,Nepal Rastra Bank,A,2026-08-09
NCDB,Nepal Community Development Bank Ltd.,Nepal Community Development Bank Ltd.,Development Banks,Equity,Nepal Rastra Bank,D,2026-08-09
NCDBL,Nepal Consumer Development Bank Ltd.,Nepal Consumer Development Bank Ltd.,Development Banks,Equity,Nepal Rastra Bank,D,2026-08-09
NCM,NIDC Capital Markets Ltd.,NIDC Capital Markets Ltd.,Finance,Equity,Nepal Rastra Bank,D,2026-08-09
NCMMF,NIDC Capital Markets Ltd.,NCM Mutual Fund,Finance,Mutual Funds,Nepal Rastra Bank,D,2026-08-09
NDB,Nepal Development Bank Limited,Nepal Development Bank Limited,Development Banks,Equity,Nepal Rastra Bank,D,2026-08-09
NDFL,Nava Durga Finance Co. Ltd.,Nava Durga Finance Co. Ltd.,Finance,Equity,Nepal Rastra Bank,D,2026-08-09
NEF,Nabil Bank Limited,Nabil Equity Fund,Commercial Banks,Mutual Funds,Nepal Rastra Bank,D,2026-08-09
NEFL,Nepal Express Finance Ltd.,Nepal Express Finance Ltd.,Finance,Equity,Nepal Rastra Bank,D,2026-08-09
NESDO,NESDO Sambridha Laghubitta Bittiya Sanstha Limited,NESDO Sambridha Laghubitta Bittiya Sanstha Limited,Microfinance,Equity,Nepal Rastra Bank,A,2026-08-09
NFD,Nepal Film Development Company Limited,Nepal Film Development Company Limited,Others,Equity,,S,2026-08-09
NFL,Narayani Finance Ltd.,Narayani Finance Ltd.,Finance,Equity,Nepal Rastra Bank,D,2026-08-09
NFS,Nepal Finance Ltd.,Nepal Finance Ltd.,Finance,Equity,Nepal Rastra Bank,A,2026-08-09
NGBL,Nilgiri Bikas Bank Limited,Nilgiri Bikas Bank Limited,Development Banks,Equity,Nepal Rastra Bank,D,2026-08-09
NGPL,Ngadi Group Power Ltd.,Ngadi Group Power Ltd.,Hydro Power,Equity,Nepal Hydropower Board,A,2026-08-09
NHDL,Nepal Hydro Developers Ltd,Nepal Hydro Developers Ltd.,Hydro Power,Equity,Nepal Hydropower Board,A,2026-08-09
NHMF,Nepal Housing & Merchant Finance Ltd.,Nepal Housing & Merchant Finance Ltd.,Finance,Equity,Nepal Rastra Bank,D,2026-08-09
NHPC,National Hydro Power Company Limited,National Hydro Power Company Limited,Hydro Power,Equity,Nepal Hydropower Board,A,2026-08-09
NIBD2082,Nepal Investment Mega Bank Limited,10.5 % NEPAL INVESTMENT DEBENTURE 2082,Commercial Banks,Non-Convertible Debentures,Nepal Rastra Bank,D,2026-08-09
NIBD84,Nepal Investment Mega Bank Limited,8.5% Nepal Investment Bank Debenture 2084,Commercial Banks,Non-Convertible Debentures,Nepal Rastra Bank,A,2026-08-09
NIBLGF,NIBL Growth Fund,NIBL Growth Fund,Mutual Fund,Mutual Funds,Nepal Rastra Bank,A,2026-08-09
NIBLPF,Nepal Investment Mega Bank Limited,NIBL Pragati Fund,Commercial Banks,Mutual Funds,Nepal Rastra Bank,D,2026-08-09
NIBLSTF,Nepal Investment Mega Bank Limited,NIBL Stable Fund,Commercial Banks,Mutual Funds,Nepal Rastra Bank,A,2026-08-09
NIBSF1,Nepal Investment Mega Bank Limited,NIBL Samriddhi Fund 1,Commercial Banks,Mutual Funds,Nepal Rastra Bank,D,2026-08-09
NIBSF2,Nepal Investment Mega Bank Limited,NIBL Samriddhi Fund -2,Commercial Banks,Mutual Funds,Nepal Rastra Bank,A,2026-08-09
NICA,NIC Asia Bank Ltd.,NIC Asia Bank Ltd.,Commercial Banks,Equity,Nepal Rastra Bank,A,2026-08-09
NICAD2091,NIC Asia Bank Ltd.,7% NIC ASIA Debenture 2091,Commercial Banks,Non-Convertible Debentures,Nepal Rastra Bank,A,2026-08-09
NICAD8182,NIC Asia Bank Ltd.,9% NIC Asia Debenture 2081/82,Commercial Banks,Non-Convertible Debentures,Nepal Rastra Bank,D,2026-08-09
NICAD8283,NIC Asia Bank Ltd.,11% NIC Asia Debenture 082/83,Commercial Banks,Non-Convertible Debentures,Nepal Rastra Bank,D,2026-08-09
NICAD85/86,NIC Asia Bank Ltd.,10% NIC Asia Debenture 2085/86,Commercial Banks,Non-Convertible Debentures,Nepal Rastra Bank,A,2026-08-09
NICBF,NIC ASIA Capital Ltd,NIC Asia Balanced Fund,Mutual Fund,Mutual Funds,Nepal Rastra Bank,A,2026-08-09
NICD83/84,NIC Asia Bank Ltd.,10.25% NIC Asia Debenture 2083/84,Commercial Banks,Non-Convertible Debentures,Nepal Rastra Bank,A,2026-08-09
NICD88,NIC Asia Bank Ltd.,NIC ASIA Rinpatra 2088,Commercial Banks,Non-Convertible Debentures,Nepal Rastra Bank,A,2026-08-09
NICFC,NIC Asia Bank Ltd.,NIC Asia Flexi CAP Fund,Commercial Banks,Mutual Funds,Nepal Rastra Bank,A,2026-08-09
NICGF,NIC Asia Bank Ltd.,NIC Asia Growth Fund,Commercial Banks,Mutual Funds,Nepal Rastra Bank,D,2026-08-09
NICGF2,NIC Asia Bank Ltd.,NIC ASIA Growth Fund-2,Commercial Banks,Mutual Funds,Nepal Rastra Bank,A,2026-08-09
NICL,Nepal Insurance Co. Ltd.,Nepal Insurance Co. Ltd.,Non Life Insurance,Equity,Nepal Insurance Board,A,2026-08-09
NICLBSL,NIC ASIA Laghubitta Bittiya Sanstha Limited,NIC ASIA Laghubitta Bittiya Sanstha Limited,Microfinance,Equity,Nepal Rastra Bank,A,2026-08-09
NICSF,NIC ASIA Capital Ltd,NIC Asia Select Fund 30,Mutual Fund,Mutual Funds,Nepal Rastra Bank,A,2026-08-09
NIDC,NIDC Development Bank Ltd.,NIDC Development Bank Ltd.,Development Banks,Equity,Nepal Rastra Bank,D,2026-08-09
NIFRA,Nepal Infrastructure Bank Limited,Nepal Infrastructure Bank Limited,Investment,Equity,Nepal Rastra Bank,A,2026-08-09
NIFRAGED,Nepal Infrastructure Bank Limited,Nifra Green Energy Debenture 6% - 2088/89,Investment,Non-Convertible Debentures,Nepal Rastra Bank,A,2026-08-09
NIFRAUR85/86,Nepal Infrastructure Bank Limited,NIFRA Uraj Rinpatra7%-2085/86,Investment,Non-Convertible Debentures,Nepal Rastra Bank,A,2026-08-09
NIL,Neco Insurance Limited,Neco Insurance Limited,Non Life Insurance,Equity,Nepal Insurance Board,A,2026-08-09
NIMB,Nepal Investment Mega Bank Limited,Nepal Investment Mega Bank Limited,Commercial Banks,Equity,Nepal Rastra Bank,A,2026-08-09
NIMBD90,Nepal Investment Mega Bank Limited,10% NIMB Debenture 2090,Commercial Banks,Non-Convertible Debentures,Nepal Rastra Bank,A,2026-08-09
NKU,Nepal Khadya Udhyog Limited,Nepal Khadya Udhyog Limited,Manufacturing And Processing,Equity,Department of Industry,S,2026-08-09
NLG,NLG Insurance Company Ltd.,NLG Insurance Company Ltd.,Non Life Insurance,Equity,Nepal Insurance Board,A,2026-08-09
NLIC,NEPAL LIFE INSURANCE COMPANY LIMITED,Nepal Life Insurance Co. Ltd.,Life Insurance,Equity,Nepal Insurance Board,A,2026-08-09
NLICL,National Life Insurance Co. Ltd.,National Life Insurance Co. Ltd.,Life Insurance,Equity,Nepal Insurance Board,A,2026-08-09
NLO,Nepal Lube Oil Limited,Nepal Lube Oil Limited,Manufacturing And Processing,Equity,Department of Industry,A,2026-08-09
NMB,NMB Bank Limited,NMB Bank Limited,Commercial Banks,Equity,Nepal Rastra Bank,A,2026-08-09
NMB50,NMB Capital Ltd.,NMB 50,Mutual Fund,Mutual Funds,Nepal Rastra Bank,A,2026-08-09
NMBD2085,NMB Bank Limited,10 % NMB DEBENTURE 2085,Commercial Banks,Non-Convertible Debentures,Nepal Rastra Bank,A,2026-08-09
NMBD87/88,NMB Bank Limited,NMB Debenture 8.50% - 2087/88,Commercial Banks,Non-Convertible Debentures,Nepal Rastra Bank,A,2026-08-09
NMBD89/90,NMB Bank Limited,NMB Debenture 10.75%-2089/90,Commercial Banks,Non-Convertible Debentures,Nepal Rastra Bank,A,2026-08-09
NMBEB92/93,NMB Bank Limited,NMB Energy Bond 4% - 2092/93,Commercial Banks,Non-Convertible Debentures,Nepal Rastra Bank,A,2026-08-09
NMBHF1,NMB Bank Limited,NMB Hybrid Fund L-1,Commercial Banks,Mutual Funds,Nepal Rastra Bank,D,2026-08-09
NMBHF2,NMB Bank Limited,NMB Hybrid Fund L- II,Commercial Banks,Mutual Funds,Nepal Rastra Bank,A,2026-08-09
NMBMF,NMB  Microfinance Bittiya Sanstha Ltd.,NMB  Microfinance Bittiya Sanstha Ltd.,Microfinance,Equity,Nepal Rastra Bank,A,2026-08-09
NMBPNP,NMB Bank Limited,NMB Perpetual Non Cumulative Preference Share-2081/82-8.25%,Commercial Banks,Preference Shares,Nepal Rastra Bank,A,2026-08-09
NMBSF1,NMB Bank Limited,NMB Sulav Investment Fund-1,Commercial Banks,Mutual Funds,Nepal Rastra Bank,D,2026-08-09
NMBUR93/94,NMB Bank Limited,NMB Energy Bond 4% - 2093/94 ,Commercial Banks,Non-Convertible Debentures,Nepal Rastra Bank,A,2026-08-09
NMFBS,National  Laghubitta Bittiya Sanstha Limited,National Laghubitta Bittiya Sanstha Limited,Microfinance,Equity,Nepal Rastra Bank,A,2026-08-09
NMIC,Nepal Micro Insurance Company Limited,Nepal Micro Insurance Company Limited,Non Life Insurance,Equity,Nepal Insurance Board,A,2026-08-09
NMLBBL,Nerude Mirmire Laghubitta Bittiya Sanstha Ltd.,Nerude Mirmire Laghubitta Bittiya Sanstha Limited,Microfinance,Equity,Nepal Rastra Bank,A,2026-08-09
NNFC,Narayani National Finance Limited,Narayani National Finance Limited,Finance,Equity,Nepal Rastra Bank,D,2026-08-09
NRIC,Nepal Reinsurance Company Limited,Nepal Reinsurance Company Limited,Others,Equity,,A,2026-08-09
NRM,Nepal Republic Media Ltd,Nepal Republic Media Limited,Others,Equity,,A,2026-08-09
NRN,NRN Infrastructure and Development Limited,NRN Infrastructure and Development Limited,Investment,Equity,Nepal Rastra Bank,A,2026-08-09
NSIF2,NMB Capital Ltd.,NMB Sulav Investment Fund - 2,Mutual Fund,Mutual Funds,Nepal Rastra Bank,A,2026-08-09
NSLB,Naya Sarathi Laghubitta Bittiya Sanstha Limited,Naya Sarathi Laghubitta Bittiya Sanstha Limited,Microfinance,Equity,Nepal Rastra Bank,D,2026-08-09
NSLMB,Nepal Shree Lanka Merchant Banking & Finance Ltd,Nepal Shree Lanka Merchant Banking & Finance Ltd,Finance,Equity,Nepal Rastra Bank,D,2026-08-09
NSM,Nepal Share Markets Ltd.,Nepal Share Markets Ltd.,Finance,Equity,Nepal Rastra Bank,S,2026-08-09
NSY,NEPAL LIFE INSURANCE COMPANY LIMITED,Nepal Life Samriddhi Lagani Yojana,Life Insurance,Mutual Funds,Nepal Insurance Board,A,2026-08-09
NTC,Nepal Doorsanchar Company Limited,Nepal Doorsanchar Company Limited,Others,Equity,,A,2026-08-09
NTL,Nepal Tading Limited,Nepal Tading Limited,Tradings,Equity,Department of Industry,S,2026-08-09
NUBL,Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,Microfinance,Equity,Nepal Rastra Bank,A,2026-08-09
NVG,Nepal Vanaspati Ghee Udhyog Limited,Nepal Vanaspati Ghee Udhyog Limited,Manufacturing And Processing,Equity,Department of Industry,S,2026-08-09
NWC,Nepal Welfare Company Limited,Nepal Welfare Company Limited,Tradings,Equity,Department of Industry,S,2026-08-09
NWCL,Nepal Warehousing Company Limited,Nepal Warehousing Company Limited ,Others,Equity,,A,2026-08-09
NYADI,Nyadi hydropower limited,Nyadi Hydropower Limited,Hydro Power,Equity,Nepal Hydropower Board,A,2026-08-09
ODBL,Om Development Bank Ltd.,Om Development Bank Ltd.,Development Banks,Equity,Nepal Rastra Bank,D,2026-08-09
OFL,Om Finance Ltd.,Om Finance Ltd.,Finance,Equity,Nepal Rastra Bank,D,2026-08-09
OHL,Oriental Hotels Limited,Oriental Hotels Limited,Hotels And Tourism,Equity,Ministry of Tourism,A,2026-08-09
OMPL,Om Megashree Pharmaceuticals Limited,Om Megashree Pharmaceuticals Limited,Manufacturing And Processing,Equity,Department of Industry,A,2026-08-09
PADBL,Pacific Development Bank Limited,Pacific Development Bank Limited,Development Banks,Equity,Nepal Rastra Bank,D,2026-08-09
PBD84,Prime Commercial Bank Ltd.,10.15% Prime Debenture 2084,Commercial Banks,Non-Convertible Debentures,Nepal Rastra Bank,A,2026-08-09
PBD85,Prime Commercial Bank Ltd.,8.75 % Prime Debenture 2085,Commercial Banks,Non-Convertible Debentures,Nepal Rastra Bank,A,2026-08-09
PBD88,Prime Commercial Bank Ltd.,10% Prime Debenture 2088,Commercial Banks,Non-Convertible Debentures,Nepal Rastra Bank,A,2026-08-09
PBLD84,Prabhu  Bank Limited,10% Prabhu Bank Debenture 2084 ,Commercial Banks,Non-Convertible Debentures,Nepal Rastra Bank,A,2026-08-09
PBLD86,Prabhu  Bank Limited,10.25% Prabhu Bank  Debenture 2086,Commercial Banks,Non-Convertible Debentures,Nepal Rastra Bank,A,2026-08-09
PBLD87,Prabhu  Bank Limited,8.5% Prabhu Bank Debenture 2087,Commercial Banks,Non-Convertible Debentures,Nepal Rastra Bank,A,2026-08-09
PBSL,Pathibhara Bikas Bank Limited,Pathibhara Bikas Bank Limited,Development Banks,Equity,Nepal Rastra Bank,D,2026-08-09
PCBL,Prime Commercial Bank Ltd.,Prime Commercial Bank Ltd.,Commercial Banks,Equity,Nepal Rastra Bank,A,2026-08-09
PCIL,Palpa Cement Industries Limited,Palpa Cement Industries Limited,Manufacturing And Processing,Equity,Department of Industry,A,2026-08-09
PDB,Public Development Bank Limited,Public Development Bank Limited,Development Banks,Equity,Nepal Rastra Bank,D,2026-08-09
PDBL,Paschimanchal Bikash Bank Limited,Paschimanchal Bikash Bank Limited,Development Banks,Equity,Nepal Rastra Bank,D,2026-08-09
PFC,Paschimanchal Finance Co. Ltd.,Paschimanchal Finance Co. Ltd.,Finance,Equity,Nepal Rastra Bank,D,2026-08-09
