totalQuantity,totalOrder,securityId,symbol,securityName,side,captured_utc
689615,8,9182,SIGS3,Siddhartha Investment Growth Scheme 3,supply,2026-08-18T08:03:47+00:00
1428688,10,9182,SIGS3,Siddhartha Investment Growth Scheme 3,demand,2026-08-18T08:55:03+00:00
710545,10,9182,SIGS3,Siddhartha Investment Growth Scheme 3,supply,2026-08-18T08:55:03+00:00
318306,7,9182,SIGS3,Siddhartha Investment Growth Scheme 3,demand,2026-08-19T05:50:47+00:00
338925,14,9182,SIGS3,Siddhartha Investment Growth Scheme 3,demand,2026-08-19T06:37:15+00:00
479200,8,9182,SIGS3,Siddhartha Investment Growth Scheme 3,supply,2026-08-19T06:37:15+00:00
518519,5,9182,SIGS3,Siddhartha Investment Growth Scheme 3,supply,2026-08-19T07:24:59+00:00
518519,5,9182,SIGS3,Siddhartha Investment Growth Scheme 3,supply,2026-08-19T08:03:50+00:00
452287,9,9182,SIGS3,Siddhartha Investment Growth Scheme 3,demand,2026-08-19T08:56:19+00:00
543300,8,9182,SIGS3,Siddhartha Investment Growth Scheme 3,supply,2026-08-19T08:56:19+00:00
443538,6,9182,SIGS3,Siddhartha Investment Growth Scheme 3,supply,2026-08-20T05:50:21+00:00
538300,5,9182,SIGS3,Siddhartha Investment Growth Scheme 3,supply,2026-08-20T06:38:35+00:00
502300,5,9182,SIGS3,Siddhartha Investment Growth Scheme 3,supply,2026-08-20T07:27:25+00:00
572300,5,9182,SIGS3,Siddhartha Investment Growth Scheme 3,supply,2026-08-20T08:05:49+00:00
899201,12,9182,SIGS3,Siddhartha Investment Growth Scheme 3,demand,2026-08-20T08:58:02+00:00
579050,7,9182,SIGS3,Siddhartha Investment Growth Scheme 3,supply,2026-08-20T08:58:02+00:00
740400,6,9182,SIGS3,Siddhartha Investment Growth Scheme 3,demand,2026-08-21T05:51:34+00:00
473200,6,9182,SIGS3,Siddhartha Investment Growth Scheme 3,supply,2026-08-21T05:51:34+00:00
830900,15,9182,SIGS3,Siddhartha Investment Growth Scheme 3,demand,2026-08-21T06:38:56+00:00
484300,5,9182,SIGS3,Siddhartha Investment Growth Scheme 3,supply,2026-08-21T06:38:56+00:00
841800,15,9182,SIGS3,Siddhartha Investment Growth Scheme 3,demand,2026-08-21T07:28:46+00:00
804400,6,9182,SIGS3,Siddhartha Investment Growth Scheme 3,supply,2026-08-21T07:28:46+00:00
858132,7,9182,SIGS3,Siddhartha Investment Growth Scheme 3,demand,2026-08-21T08:05:50+00:00
804500,6,9182,SIGS3,Siddhartha Investment Growth Scheme 3,supply,2026-08-21T08:05:50+00:00
861132,9,9182,SIGS3,Siddhartha Investment Growth Scheme 3,demand,2026-08-21T08:59:40+00:00
804500,6,9182,SIGS3,Siddhartha Investment Growth Scheme 3,supply,2026-08-21T08:59:40+00:00
224700,7,9182,SIGS3,Siddhartha Investment Growth Scheme 3,supply,2026-08-25T05:51:26+00:00
593920,8,9198,LVF2,Laxmi Value Fund 2,demand,2026-08-11T06:59:51+00:00
594520,8,9198,LVF2,Laxmi Value Fund 2,demand,2026-08-11T07:54:27+00:00
571920,6,9198,LVF2,Laxmi Value Fund 2,demand,2026-08-12T06:47:16+00:00
552920,6,9198,LVF2,Laxmi Value Fund 2,demand,2026-08-12T07:18:30+00:00
547941,7,9198,LVF2,Laxmi Value Fund 2,demand,2026-08-12T08:04:05+00:00
557741,8,9198,LVF2,Laxmi Value Fund 2,demand,2026-08-12T08:48:04+00:00
235384,12,9203,MEHL,Manakamana Engineering Hydropower Limited,demand,2026-08-21T05:51:34+00:00
275895,9,9203,MEHL,Manakamana Engineering Hydropower Limited,demand,2026-08-21T06:38:56+00:00
792481,6,9241,KSY,Kumari Sabal Yojana,demand,2026-08-10T08:57:59+00:00
1012452,10,9245,MNMF1,Muktinath Mutual Fund 1,demand,2026-08-10T08:57:59+00:00
620900,8,9245,MNMF1,Muktinath Mutual Fund 1,demand,2026-08-11T06:08:15+00:00
764890,9,9245,MNMF1,Muktinath Mutual Fund 1,demand,2026-08-11T06:59:51+00:00
633600,7,9245,MNMF1,Muktinath Mutual Fund 1,demand,2026-08-11T07:54:27+00:00
714150,7,9245,MNMF1,Muktinath Mutual Fund 1,demand,2026-08-11T08:31:10+00:00
539400,5,9245,MNMF1,Muktinath Mutual Fund 1,demand,2026-08-13T07:20:31+00:00
530900,7,9245,MNMF1,Muktinath Mutual Fund 1,demand,2026-08-13T08:51:42+00:00
641780,8,9245,MNMF1,Muktinath Mutual Fund 1,demand,2026-08-14T06:48:01+00:00
648780,8,9245,MNMF1,Muktinath Mutual Fund 1,demand,2026-08-14T07:18:20+00:00
655780,8,9245,MNMF1,Muktinath Mutual Fund 1,demand,2026-08-14T08:02:08+00:00
655780,8,9245,MNMF1,Muktinath Mutual Fund 1,demand,2026-08-14T08:45:20+00:00
513000,5,9245,MNMF1,Muktinath Mutual Fund 1,demand,2026-08-17T06:44:44+00:00
520200,6,9245,MNMF1,Muktinath Mutual Fund 1,demand,2026-08-17T07:39:14+00:00
530000,6,9245,MNMF1,Muktinath Mutual Fund 1,demand,2026-08-17T08:07:37+00:00
520200,6,9245,MNMF1,Muktinath Mutual Fund 1,demand,2026-08-17T09:02:32+00:00
657980,8,9245,MNMF1,Muktinath Mutual Fund 1,demand,2026-08-20T06:38:35+00:00
652980,8,9245,MNMF1,Muktinath Mutual Fund 1,demand,2026-08-20T07:27:25+00:00
653080,7,9245,MNMF1,Muktinath Mutual Fund 1,demand,2026-08-20T08:05:49+00:00
642580,6,9245,MNMF1,Muktinath Mutual Fund 1,demand,2026-08-20T08:58:02+00:00
535900,6,9245,MNMF1,Muktinath Mutual Fund 1,demand,2026-08-21T05:51:34+00:00
535800,6,9245,MNMF1,Muktinath Mutual Fund 1,demand,2026-08-24T05:57:25+00:00
535800,6,9245,MNMF1,Muktinath Mutual Fund 1,demand,2026-08-24T06:49:03+00:00
534700,5,9245,MNMF1,Muktinath Mutual Fund 1,demand,2026-08-24T07:44:18+00:00
686700,6,9245,MNMF1,Muktinath Mutual Fund 1,demand,2026-08-24T08:11:23+00:00
694100,6,9245,MNMF1,Muktinath Mutual Fund 1,demand,2026-08-24T09:06:27+00:00
505900,5,9245,MNMF1,Muktinath Mutual Fund 1,demand,2026-08-25T05:51:26+00:00
514600,6,9248,GSY,Garima Samriddhi Yojana,demand,2026-08-14T06:48:01+00:00
514800,5,9248,GSY,Garima Samriddhi Yojana,demand,2026-08-14T07:18:20+00:00
539600,5,9248,GSY,Garima Samriddhi Yojana,demand,2026-08-14T08:02:08+00:00
539300,6,9248,GSY,Garima Samriddhi Yojana,demand,2026-08-14T08:45:20+00:00
507490,7,9248,GSY,Garima Samriddhi Yojana,demand,2026-08-19T06:37:15+00:00
517190,7,9248,GSY,Garima Samriddhi Yojana,demand,2026-08-19T07:24:59+00:00
529240,5,9248,GSY,Garima Samriddhi Yojana,demand,2026-08-19T08:03:50+00:00
529540,5,9248,GSY,Garima Samriddhi Yojana,demand,2026-08-19T08:56:19+00:00
295727,7,9254,NMBHF2,NMB Hybrid Fund L- II,supply,2026-08-17T06:44:44+00:00
319299,9,9254,NMBHF2,NMB Hybrid Fund L- II,supply,2026-08-17T07:39:14+00:00
296286,9,9254,NMBHF2,NMB Hybrid Fund L- II,supply,2026-08-17T08:07:37+00:00
291973,10,9254,NMBHF2,NMB Hybrid Fund L- II,supply,2026-08-17T09:02:32+00:00
620550,5,9254,NMBHF2,NMB Hybrid Fund L- II,demand,2026-08-18T07:24:16+00:00
620550,5,9254,NMBHF2,NMB Hybrid Fund L- II,demand,2026-08-18T08:03:47+00:00
590350,5,9254,NMBHF2,NMB Hybrid Fund L- II,demand,2026-08-18T08:55:03+00:00
670880,6,9254,NMBHF2,NMB Hybrid Fund L- II,demand,2026-08-19T05:50:47+00:00
286110,5,9254,NMBHF2,NMB Hybrid Fund L- II,supply,2026-08-19T05:50:47+00:00
661757,6,9254,NMBHF2,NMB Hybrid Fund L- II,demand,2026-08-19T06:37:15+00:00
673630,8,9254,NMBHF2,NMB Hybrid Fund L- II,demand,2026-08-19T07:24:59+00:00
822810,7,9254,NMBHF2,NMB Hybrid Fund L- II,supply,2026-08-24T05:57:25+00:00
823310,7,9254,NMBHF2,NMB Hybrid Fund L- II,supply,2026-08-24T06:49:03+00:00
823610,7,9254,NMBHF2,NMB Hybrid Fund L- II,supply,2026-08-24T07:44:18+00:00
823810,11,9254,NMBHF2,NMB Hybrid Fund L- II,supply,2026-08-24T08:11:23+00:00
828860,8,9254,NMBHF2,NMB Hybrid Fund L- II,supply,2026-08-24T09:06:27+00:00
368620,7,9257,MBLEF,MBL Equity Fund,demand,2026-08-11T06:08:15+00:00
523049,11,9257,MBLEF,MBL Equity Fund,demand,2026-08-12T06:47:16+00:00
1120300,7,9259,RSY,Reliable Samriddhi Yojana,demand,2026-08-10T08:57:59+00:00
718600,6,9259,RSY,Reliable Samriddhi Yojana,demand,2026-08-11T06:08:15+00:00
723520,6,9259,RSY,Reliable Samriddhi Yojana,demand,2026-08-11T06:59:51+00:00
713570,5,9259,RSY,Reliable Samriddhi Yojana,demand,2026-08-11T07:54:27+00:00
773320,6,9259,RSY,Reliable Samriddhi Yojana,demand,2026-08-11T08:31:10+00:00
711030,5,9259,RSY,Reliable Samriddhi Yojana,demand,2026-08-12T06:47:16+00:00
705642,5,9259,RSY,Reliable Samriddhi Yojana,demand,2026-08-12T07:18:30+00:00
718042,5,9259,RSY,Reliable Samriddhi Yojana,demand,2026-08-12T08:04:05+00:00
641742,5,9259,RSY,Reliable Samriddhi Yojana,demand,2026-08-12T08:48:04+00:00
560400,5,9259,RSY,Reliable Samriddhi Yojana,demand,2026-08-13T06:50:50+00:00
600600,6,9259,RSY,Reliable Samriddhi Yojana,demand,2026-08-13T07:20:31+00:00
335000,7,9259,RSY,Reliable Samriddhi Yojana,demand,2026-08-17T05:53:56+00:00
366985,5,9259,RSY,Reliable Samriddhi Yojana,demand,2026-08-18T07:24:16+00:00
300400,6,9259,RSY,Reliable Samriddhi Yojana,demand,2026-08-20T05:50:21+00:00
716879,5,9259,RSY,Reliable Samriddhi Yojana,demand,2026-08-21T08:59:40+00:00
131100,8,9259,RSY,Reliable Samriddhi Yojana,supply,2026-08-25T05:51:26+00:00
598239,7,9269,GBIMESY2,Global IME Sammunat Yojana -2,demand,2026-08-13T06:50:50+00:00
628239,7,9269,GBIMESY2,Global IME Sammunat Yojana -2,demand,2026-08-13T07:20:31+00:00
629239,8,9269,GBIMESY2,Global IME Sammunat Yojana -2,demand,2026-08-13T08:04:54+00:00
629247,9,9269,GBIMESY2,Global IME Sammunat Yojana -2,demand,2026-08-13T08:51:42+00:00
603200,8,9269,GBIMESY2,Global IME Sammunat Yojana -2,demand,2026-08-19T06:37:15+00:00
602700,7,9269,GBIMESY2,Global IME Sammunat Yojana -2,demand,2026-08-19T07:24:59+00:00
608700,5,9269,GBIMESY2,Global IME Sammunat Yojana -2,demand,2026-08-19T08:03:50+00:00
611700,5,9269,GBIMESY2,Global IME Sammunat Yojana -2,demand,2026-08-19T08:56:19+00:00
751000,8,9269,GBIMESY2,Global IME Sammunat Yojana -2,demand,2026-08-20T06:38:35+00:00
951000,9,9269,GBIMESY2,Global IME Sammunat Yojana -2,demand,2026-08-20T07:27:25+00:00
961000,8,9269,GBIMESY2,Global IME Sammunat Yojana -2,demand,2026-08-20T08:05:49+00:00
961000,9,9269,GBIMESY2,Global IME Sammunat Yojana -2,demand,2026-08-20T08:58:02+00:00
501800,4,9269,GBIMESY2,Global IME Sammunat Yojana -2,demand,2026-08-21T05:51:34+00:00
551800,5,9269,GBIMESY2,Global IME Sammunat Yojana -2,demand,2026-08-24T05:57:25+00:00
583650,6,9269,GBIMESY2,Global IME Sammunat Yojana -2,demand,2026-08-24T06:49:03+00:00
622694,8,9269,GBIMESY2,Global IME Sammunat Yojana -2,demand,2026-08-24T07:44:18+00:00
622694,8,9269,GBIMESY2,Global IME Sammunat Yojana -2,demand,2026-08-24T08:11:23+00:00
622094,8,9269,GBIMESY2,Global IME Sammunat Yojana -2,demand,2026-08-24T09:06:27+00:00
540600,3,9269,GBIMESY2,Global IME Sammunat Yojana -2,demand,2026-08-25T05:51:26+00:00
226,3,9289,SBID2090,7% Nepal SBI Bank Debenture 2090,demand,2026-08-11T09:15:38+00:00
360760,6,9302,RBBF40,RBB Focus 40,supply,2026-08-10T08:57:59+00:00
374752,10,9302,RBBF40,RBB Focus 40,supply,2026-08-11T06:08:15+00:00
374952,11,9302,RBBF40,RBB Focus 40,supply,2026-08-11T06:59:51+00:00
373952,8,9302,RBBF40,RBB Focus 40,supply,2026-08-11T07:54:27+00:00
383852,8,9302,RBBF40,RBB Focus 40,supply,2026-08-11T08:31:10+00:00
1433603,20,9302,RBBF40,RBB Focus 40,supply,2026-08-12T06:47:16+00:00
1392103,16,9302,RBBF40,RBB Focus 40,supply,2026-08-12T07:18:30+00:00
1391903,19,9302,RBBF40,RBB Focus 40,supply,2026-08-12T08:04:05+00:00
1391903,19,9302,RBBF40,RBB Focus 40,supply,2026-08-12T08:48:04+00:00
320499,7,9302,RBBF40,RBB Focus 40,supply,2026-08-13T06:50:50+00:00
729900,6,9302,RBBF40,RBB Focus 40,demand,2026-08-13T07:20:31+00:00
313399,5,9302,RBBF40,RBB Focus 40,supply,2026-08-13T07:20:31+00:00
767900,6,9302,RBBF40,RBB Focus 40,demand,2026-08-13T08:04:54+00:00
785251,6,9302,RBBF40,RBB Focus 40,demand,2026-08-13T08:51:42+00:00
764400,8,9302,RBBF40,RBB Focus 40,demand,2026-08-14T06:48:01+00:00
316405,6,9302,RBBF40,RBB Focus 40,supply,2026-08-14T06:48:01+00:00
765300,7,9302,RBBF40,RBB Focus 40,demand,2026-08-14T07:18:20+00:00
316505,7,9302,RBBF40,RBB Focus 40,supply,2026-08-14T07:18:20+00:00
776200,8,9302,RBBF40,RBB Focus 40,demand,2026-08-14T08:02:08+00:00
316505,7,9302,RBBF40,RBB Focus 40,supply,2026-08-14T08:02:08+00:00
777200,6,9302,RBBF40,RBB Focus 40,demand,2026-08-14T08:45:20+00:00
316505,7,9302,RBBF40,RBB Focus 40,supply,2026-08-14T08:45:20+00:00
313455,3,9302,RBBF40,RBB Focus 40,supply,2026-08-17T05:53:56+00:00
313455,3,9302,RBBF40,RBB Focus 40,supply,2026-08-17T06:44:44+00:00
313455,3,9302,RBBF40,RBB Focus 40,supply,2026-08-17T07:39:14+00:00
313455,3,9302,RBBF40,RBB Focus 40,supply,2026-08-17T08:07:37+00:00
313555,4,9302,RBBF40,RBB Focus 40,supply,2026-08-17T09:02:32+00:00
323755,6,9302,RBBF40,RBB Focus 40,supply,2026-08-18T06:35:46+00:00
321455,5,9302,RBBF40,RBB Focus 40,supply,2026-08-18T07:24:16+00:00
321455,5,9302,RBBF40,RBB Focus 40,supply,2026-08-18T08:03:47+00:00
321455,5,9302,RBBF40,RBB Focus 40,supply,2026-08-18T08:55:03+00:00
307655,6,9302,RBBF40,RBB Focus 40,supply,2026-08-19T06:37:15+00:00
703650,8,9302,RBBF40,RBB Focus 40,demand,2026-08-19T07:24:59+00:00
704550,9,9302,RBBF40,RBB Focus 40,demand,2026-08-19T08:03:50+00:00
715350,9,9302,RBBF40,RBB Focus 40,demand,2026-08-19T08:56:19+00:00
307855,6,9302,RBBF40,RBB Focus 40,supply,2026-08-19T08:56:19+00:00
423650,11,9302,RBBF40,RBB Focus 40,demand,2026-08-20T06:38:35+00:00
317919,5,9302,RBBF40,RBB Focus 40,supply,2026-08-20T06:38:35+00:00
318719,8,9302,RBBF40,RBB Focus 40,supply,2026-08-20T07:27:25+00:00
368619,9,9302,RBBF40,RBB Focus 40,supply,2026-08-20T08:05:49+00:00
370119,11,9302,RBBF40,RBB Focus 40,supply,2026-08-20T08:58:02+00:00
309519,3,9302,RBBF40,RBB Focus 40,supply,2026-08-21T05:51:34+00:00
309519,3,9302,RBBF40,RBB Focus 40,supply,2026-08-21T06:38:56+00:00
394350,7,9302,RBBF40,RBB Focus 40,demand,2026-08-21T07:28:46+00:00
395850,6,9302,RBBF40,RBB Focus 40,demand,2026-08-21T08:05:50+00:00
396450,6,9302,RBBF40,RBB Focus 40,demand,2026-08-21T08:59:40+00:00
309519,3,9302,RBBF40,RBB Focus 40,supply,2026-08-21T08:59:40+00:00
407800,7,9302,RBBF40,RBB Focus 40,demand,2026-08-24T05:57:25+00:00
304919,3,9302,RBBF40,RBB Focus 40,supply,2026-08-24T05:57:25+00:00
439700,9,9302,RBBF40,RBB Focus 40,demand,2026-08-24T06:49:03+00:00
485500,7,9302,RBBF40,RBB Focus 40,demand,2026-08-24T09:06:27+00:00
285006,6,9311,SOHL,Solu Hydropower Limited,demand,2026-08-18T05:49:21+00:00
161760,19,9311,SOHL,Solu Hydropower Limited,supply,2026-08-18T05:49:21+00:00
328167,6,9311,SOHL,Solu Hydropower Limited,demand,2026-08-18T06:35:46+00:00
227487,13,9311,SOHL,Solu Hydropower Limited,supply,2026-08-18T06:35:46+00:00
236831,6,9311,SOHL,Solu Hydropower Limited,supply,2026-08-18T07:24:16+00:00
280938,12,9311,SOHL,Solu Hydropower Limited,demand,2026-08-19T05:50:47+00:00
263557,5,9311,SOHL,Solu Hydropower Limited,demand,2026-08-20T05:50:21+00:00
465988,6,9311,SOHL,Solu Hydropower Limited,demand,2026-08-20T06:38:35+00:00
475687,7,9311,SOHL,Solu Hydropower Limited,demand,2026-08-20T07:27:25+00:00
400440,14,9311,SOHL,Solu Hydropower Limited,demand,2026-08-24T05:57:25+00:00
525350,10,9311,SOHL,Solu Hydropower Limited,demand,2026-08-24T06:49:03+00:00
509284,11,9311,SOHL,Solu Hydropower Limited,demand,2026-08-24T07:44:18+00:00
519498,7,9311,SOHL,Solu Hydropower Limited,demand,2026-08-24T08:11:23+00:00
344065,5,9311,SOHL,Solu Hydropower Limited,demand,2026-08-25T05:51:26+00:00
448100,8,9351,RSY2,Reliable Samriddhi Yojana -2,demand,2026-08-11T09:15:38+00:00
1700,9,9351,RSY2,Reliable Samriddhi Yojana -2,supply,2026-08-11T09:15:38+00:00
844950,6,9351,RSY2,Reliable Samriddhi Yojana -2,demand,2026-08-24T05:57:25+00:00
874950,7,9351,RSY2,Reliable Samriddhi Yojana -2,demand,2026-08-24T06:49:03+00:00
908335,5,9351,RSY2,Reliable Samriddhi Yojana -2,demand,2026-08-24T07:44:18+00:00
907315,6,9351,RSY2,Reliable Samriddhi Yojana -2,demand,2026-08-24T08:11:23+00:00
930350,6,9351,RSY2,Reliable Samriddhi Yojana -2,demand,2026-08-24T09:06:27+00:00
677260,7,9351,RSY2,Reliable Samriddhi Yojana -2,demand,2026-08-25T05:51:26+00:00
140072,1040,9353,SAPIL,Sarvottam Paints Industries Limited,demand,2026-08-14T09:29:09+00:00
